6.00000000e+00,0.00000000e+00,2.25000000e+00,2.00808019e-02,-7.65564306e-19,1.03441756e-03
6.00000000e+00,0.00000000e+00,2.37500000e+00,2.16333461e-02,-7.63292033e-19,1.03982146e-03
6.00000000e+00,0.00000000e+00,2.50000000e+00,2.31679787e-02,-7.57800220e-19,1.05263492e-03
6.00000000e+00,0.00000000e+00,2.62500000e+00,2.46741309e-02,-7.48868314e-19,1.07295966e-03
6.00000000e+00,0.00000000e+00,2.75000000e+00,2.61411562e-02,-7.36544910e-19,1.10077907e-03
6.00000000e+00,0.00000000e+00,2.87500000e+00,2.75583354e-02,-7.21164537e-19,1.13607555e-03
6.00000000e+00,0.00000000e+00,3.00000000e+00,2.89148732e-02,-7.02290285e-19,1.17883040e-03
6.00000000e+00,0.00000000e+00,3.12500000e+00,3.01998942e-02,-6.80494423e-19,1.22902370e-03
6.00000000e+00,0.00000000e+00,3.25000000e+00,3.14024379e-02,-6.55969846e-19,1.28663420e-03
6.00000000e+00,0.00000000e+00,3.37500000e+00,3.25114544e-02,-6.28585360e-19,1.35163918e-03
6.00000000e+00,0.00000000e+00,3.50000000e+00,3.35157981e-02,-5.97680017e-19,1.42401424e-03
6.00000000e+00,0.00000000e+00,3.62500000e+00,3.44042223e-02,-5.64862423e-19,1.50373312e-03
6.00000000e+00,0.00000000e+00,3.75000000e+00,3.51653720e-02,-5.30829505e-19,1.59076748e-03
6.00000000e+00,0.00000000e+00,3.87500000e+00,3.57858009e-02,-4.98224010e-19,1.68910428e-03
6.00000000e+00,0.00000000e+00,4.00000000e+00,3.62432111e-02,-4.65168233e-19,1.81097623e-03
1.00000000e+00,0.00000000e+00,4.00000000e+00,3.63941550e-02,2.73423297e-18,8.16329323e-04
2.00000000e+00,0.00000000e+00,4.00000000e+00,3.63639662e-02,2.09435273e-18,1.14919567e-03
3.00000000e+00,0.00000000e+00,4.00000000e+00,3.63337774e-02,1.30464687e-18,2.30767512e-03
4.00000000e+00,0.00000000e+00,4.00000000e+00,3.63035887e-02,5.14941014e-19,3.39918609e-03
5.00000000e+00,0.00000000e+00,4.00000000e+00,3.62733999e-02,-1.24939227e-19,3.53114699e-03
