0.00000000e+00,8.52651283e-14
5.04201681e-05,3.69367333e+03
1.00840336e-04,6.75874097e+03
1.51260504e-04,8.54271376e+03
2.01680672e-04,9.94728470e+03
2.52100840e-04,1.12328709e+04
3.02521008e-04,1.23996569e+04
3.52941176e-04,1.35657180e+04
4.03361345e-04,1.47144997e+04
4.53781513e-04,1.57991627e+04
5.04201681e-04,1.68832521e+04
5.54621849e-04,1.79667666e+04
6.05042017e-04,1.90497051e+04
6.55462185e-04,2.01320665e+04
7.05882353e-04,2.12138495e+04
7.56302521e-04,2.22950529e+04
8.06722689e-04,2.33756757e+04
8.57142857e-04,2.44557165e+04
9.07563025e-04,2.55351742e+04
9.57983193e-04,2.65985585e+04
1.00840336e-03,2.76573948e+04
1.05882353e-03,2.87157417e+04
1.10924370e-03,2.97735981e+04
1.15966387e-03,3.08309631e+04
1.21008403e-03,3.18878356e+04
1.26050420e-03,3.29442146e+04
1.31092437e-03,3.40000990e+04
1.36134454e-03,3.50554879e+04
1.41176471e-03,3.61103801e+04
1.46218487e-03,3.71647747e+04
1.51260504e-03,3.82186705e+04
1.56302521e-03,3.92720666e+04
1.61344538e-03,4.03249618e+04
1.66386555e-03,4.13773552e+04
1.71428571e-03,4.24292455e+04
1.76470588e-03,4.34806319e+04
1.81512605e-03,4.45315131e+04
1.86554622e-03,4.55818882e+04
1.91596639e-03,4.66317560e+04
1.96638655e-03,4.76811154e+04
2.01680672e-03,4.87299654e+04
2.06722689e-03,4.97783049e+04
2.11764706e-03,5.08261327e+04
2.16806723e-03,5.18734478e+04
2.21848739e-03,5.29202491e+04
2.26890756e-03,5.39665354e+04
2.31932773e-03,5.50123056e+04
2.36974790e-03,5.60575586e+04
2.42016807e-03,5.71022933e+04
2.47058824e-03,5.81465086e+04
2.52100840e-03,5.91902033e+04
2.57142857e-03,6.02333762e+04
2.62184874e-03,6.12760264e+04
2.67226891e-03,6.23181525e+04
2.72268908e-03,6.33597534e+04
2.77310924e-03,6.44008280e+04
2.82352941e-03,6.54413752e+04
2.87394958e-03,6.64813937e+04
2.92436975e-03,6.75208824e+04
2.97478992e-03,6.85598401e+04
3.02521008e-03,6.95982657e+04
3.07563025e-03,7.06361580e+04
3.12605042e-03,7.16735156e+04
3.17647059e-03,7.27103376e+04
3.22689076e-03,7.37466227e+04
3.27731092e-03,7.47823696e+04
3.32773109e-03,7.58175772e+04
3.37815126e-03,7.68522443e+04
3.42857143e-03,7.78863696e+04
3.47899160e-03,7.89199519e+04
3.52941176e-03,7.99529900e+04
3.57983193e-03,8.09854826e+04
3.63025210e-03,8.20174286e+04
3.68067227e-03,8.30488267e+04
3.73109244e-03,8.40796756e+04
3.78151261e-03,8.51099741e+04
3.83193277e-03,8.61397209e+04
3.88235294e-03,8.71689148e+04
3.93277311e-03,8.81975545e+04
3.98319328e-03,8.92256387e+04
4.03361345e-03,9.02531661e+04
4.08403361e-03,9.12801356e+04
4.13445378e-03,9.23065457e+04
4.18487395e-03,9.33323951e+04
4.23529412e-03,9.43576827e+04
4.28571429e-03,9.53824070e+04
4.33613445e-03,9.64065668e+04
4.38655462e-03,9.74301608e+04
4.43697479e-03,9.84531876e+04
4.48739496e-03,9.94756459e+04
4.53781513e-03,1.00497534e+05
4.58823529e-03,1.01518852e+05
4.63865546e-03,1.02539597e+05
4.68907563e-03,1.03559768e+05
4.73949580e-03,1.04579363e+05
4.78991597e-03,1.05598382e+05
4.84033613e-03,1.06616824e+05
4.89075630e-03,1.07634686e+05
4.94117647e-03,1.08651967e+05
4.99159664e-03,1.09668666e+05
5.04201681e-03,1.10684782e+05
5.09243697e-03,1.11700313e+05
5.14285714e-03,1.12715258e+05
5.19327731e-03,1.13729615e+05
5.24369748e-03,1.14743382e+05
5.29411765e-03,1.15756560e+05
5.34453782e-03,1.16769145e+05
5.39495798e-03,1.17781138e+05
5.44537815e-03,1.18792535e+05
5.49579832e-03,1.19803336e+05
5.54621849e-03,1.20813540e+05
5.59663866e-03,1.21823144e+05
5.64705882e-03,1.22832148e+05
5.69747899e-03,1.23840549e+05
5.74789916e-03,1.24848348e+05
5.79831933e-03,1.25855541e+05
5.84873950e-03,1.26862127e+05
5.89915966e-03,1.27868106e+05
5.94957983e-03,1.28873475e+05
6.00000000e-03,1.29878233e+05
